id,company,code,prefecture,date,homepage_url,contact_url,description
1010101013246,株式会社ふじむら珈琲,301,東京都,2018-04-05,https://fujimuracoffee.com/,https://funfun-tokushima.jp/introduce/fujimura/,法人番号: 1010101013246; 法人名: 株式会社ふじむら珈琲（閉鎖）; 法人名ふりがな: ふじむらこーひー; 法人名英語: 本店所在地: 東京都八王子市大和田町5丁目1番21号 ...
1010101013254,株式会社金高興業,301,東京都,2018-04-11,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010101013254,http://marutakakogyo.co.jp/company_profile/overview/,法人番号: 1010101013254; 法人名: 株式会社金高興業; 法人名ふりがな: かねたかこうぎょう; 法人名英語: 本店所在地: 東京都八王子市大谷町509番地プラシード206号 ...
1010101013262,株式会社ＭＩＮ,301,東京都,2018-04-17,https://min-account.com/,https://min018.com/company/,MiN の事業内容. 01. アカウンティングアドバイザリー. Accounting Advisory. 経理業務改善及び効率化. 経理規程、業務マニュアル作成 決算早期化 会計システム導入 等.
1010101013270,株式会社プレイヤーズ,301,東京都,2018-04-24,http://playerzltd.com/,https://www.photoreco.com/players,株式会社プレイヤーズは営業・イベント販売の総合マーケティング会社です。起業を目指す方の独立支援も行っており、充実したサポートで夢を追いかける人を応援します。
1010101013279,株式会社ＢＬＵＥＣＯＭＥＴ,301,東京都,2018-05-07,https://www.blue-comet.com/,https://www.bluecomet0209.com/contact,"事業内容, システムインテグレーション業 ネットワークシステムサービス業イベント企画業 飲食業 上記各号に付帯する一切の業務. TOP · 会社概要 · 事業内容 · 事例紹介"
1010101013295,佳渝株式会社,301,東京都,2018-05-23,https://www.ccsw.or.jp/wp/wp-content/uploads/%E3%81%B5%E3%81%8F%E3%81%97%E3%81%AE%E7%AA%9311%E6%9C%8810%E6%97%A5%E5%8F%B7.pdf,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010101013295,東京都八王子市松木62番地8リバーサイドジュネス3－202号. 法人基本情報（その他）. 代表者名: 資本金: 従業員数: 企業規模詳細: 設立年月日: 創業年: 全省庁統一資格: 事業 ...
1010101013304,株式会社ビーアンドシーコーポレーション,301,東京都,2018-05-28,https://bandscorp.jp/,https://shop.bandscorp.jp/contact/,株式会社ビーアンドエス・コーポレーションは、腸の健康「乳酸菌生成エキス」と脳の健康「プラズマローゲン」の開発を通して、お客様の健体康心の実現を目指す研究開発 ...
1010101013312,ＣＩＧ　Ｊａｐａｎ株式会社,301,東京都,2018-06-01,https://cig-japan.com/,https://www.cigtech.com/jp/Contact,
1010101013329,大徳商事株式会社,301,東京都,2018-06-08,http://www.daitokushoji.com/,http://www.daitokushoji.com/,"事業内容, 不動産総合サービス業（個人型不動産アセットマネジメント業・賃貸業・管理業・リフォーム業・セミナー業・コンサル業） · 取引先金融機関, 日本政策金融公庫・千葉 ..."
1010101013337,株式会社セイシン,301,東京都,2018-06-19,https://k-seishin.co.jp/,https://k-seishin.co.jp/toiawase.htm,
1010101013386,日本住宅診断株式会社,301,東京都,2018-07-23,https://jjsa.co.jp/,https://re-fo.net/0426311640/company/,「あまどい屋」は、業界初の雨どいをメインにした修理店です。 火災保険を活用して修理を行うのが大きな特徴で、お客様自身の費用負担を最大限に軽くする提案を行う事 ...
1010101013394,株式会社イーガーメンテナンス,301,東京都,2018-07-27,https://freejob.work/FJAC33030262542/,https://freejob.work/FJAC33030262542/,"事業内容, 建物サービス業. 本社所在地, 〒193-0822 東京都 八王子市 弐分方町526番地. 代表取締役, 神山 カミヤマ. ENTRY. お仕事の応募. 1必要事項の入力; 2入力内容の ..."
1010101013411,株式会社山栄コーポレーション,301,東京都,2018-08-10,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010101013411,https://www.kensetumap.com/company/341535/profile.php,京都府京都市において、住宅建設やとび・土工工事を行っている。また、コンク... その他建造物建築業界の株式会社山栄 ...
1010101013452,株式会社村内ケンテック,301,東京都,2018-09-21,https://www.murauchikentech.com/,https://www.murauchikentech.com/contact,株式会社 村内ケンテックの「お客様第一」「品質 ... ​. 【代表取締役】. ​ 村内 健一郎. 【一般建設業又は特定建設業】. 一般建設業. 【許可を受けた建設業】. 建築工事業.
1010101013460,株式会社シンカ・アウトフィットｉＣｅＬ,301,東京都,2018-10-04,https://zousen-shiryoukan.jasnaoe.or.jp/wp/wp-content/uploads/item/funenokagaku/funenokagaku-vol30-11.pdf,https://www.thinca.co.jp/contact/,"事業内容, 1. ITを活用したシステム企画・開発及び運用 2. クラウドサービス商品の企画・開発及び販売、運用 3. ITサービス利用のコンサルティング ; 加盟団体, 不動産 ..."
1010101013469,株式会社創常,301,東京都,2018-10-05,https://sojyo-hachiouji.hp.peraichi.com/,http://joso.cc/inquiry/,2024/03/14 — 自社媒体（月刊サクラサクライフ）の出版をはじめ、商業印刷やWEB・動画制作・看板・店舗ディスプレイ・イベント企画、他社媒体の広告販売・執筆代理業務 ...
1010101013477,株式会社濱田工業,301,東京都,2018-10-16,https://hamakou2015.com/,https://hamakou2015.com/company/,
1010101013493,株式会社Ｔｏｍｏ’ｓ　Ｐｉｔ,301,東京都,2018-11-05,https://tomospit.com/,https://tomospit.com/pages/salespolicy,株式会社Tomo's Pit（東京都八王子市 / 未上場）. 化粧品販売業界の会社 · 食品業界の会社 · スポーツ用品販売業界の会社 · 健康食品業界の会社 · メンズアパレル ...
