title,company,location,description,url,tags,entry_count,scraped_at
コーダー/エンジニア募集 | 1流フリーランス集団の一員になりませんか？,StockSun株式会社,,"この度、事業拡大に伴い、コーダーを募集いたします！

【主な業務内容】
◎LPやHP、ECサイトなどのコーディングおよびサイト管理
◎HTML、CSS、PHP等を使用したサイト制作
◎WordPressなどCMSの導入

【求める人材】
・実務経験半年以上
・実際にWEBのコーダーとして活動されている方
・WEBのコーディング業務に携わっていた経験がある方
・マーケティングの視点を持ってコーディングに取り組みたい方
・WordPressを触ることができる方

たくさんのご応募お待ちしております！！",https://www.wantedly.com/projects/1814621,"['コーディング', 'フリーランス', 'オンライン面談OK']",90人がエントリー,2025-08-03T20:55:22.228456
AI領域でインフラエンジニア経験を活かしたい人募集！オンプレインフラの整備,株式会社EQUES,,"最先端の製薬系AI SaaSの開発に携わり、ヘルスケア領域に革新を

医療・製薬分野においてAI技術を駆使した革新的なソリューションを提供する当社で、バックエンドエンジニアとしてプロダクト開発の中核を担っていただける方を募集しています。

▍お任せすること
・生成AIのAPIや、ローカルLLMを搭載した文書生成AIシステムの開発

▍必須要件
・AWSもしくはオンプレミス環境におけるアプリケーションデプロイの経験
・AWSもしくはオンプレミス環境における認証基盤の構築経験
▍歓迎要件
・生成AIを搭載したアプリケーションの開発経験

▍このポジションの魅力
数理・AIの専門家とともに、最先端の技術を社会実装する醍醐味を味わえます。技術的なチャレンジはもちろん、製薬業界という専門性の高い領域の知識も習得できる環境です。

開発チームはフラットな関係性を重視しており、経験やバックグラウンドに関わらず、革新的なアイデアを発信できる文化があります。また、業務を通じて最新のAI技術に触れることができるため、エンジニアとしてのスキルアップにも大きく貢献します。

 ▍働く環境
場所
リモートワーク可能
オフィス出社（＠本郷3丁目）も歓迎

使用技術・ツール
- 使用言語：Python
- バックエンドフレームワーク：FastAPI
- インフラ：AWS（ECS, Lambda, S3, RDS等）

ここまで読んでいただきありがとうございます！
少しでも興味を持っていただけた方は「話を聞きに行きたい」ボタンより、ぜひご連絡ください。カジュアル面談からでも歓迎いたします！",https://www.wantedly.com/projects/2145383,"['インフラエンジニア', '副業', 'オンライン面談OK', '週末からのコミットでもOK']",7人がエントリー,2025-08-03T20:55:22.244255
圧倒的バイブス重視！自社プロダクト開発│好奇心旺盛なエンジニア募集！,SORABITO株式会社,,"技術スタックよりもマインドセット（SORABITOバリュー）が1番大事であると考えております。
もちろん技術があることに越したことはありませんが、
お互いに一緒に働きたい！と思える人と楽しんで仕事をしたいと思っています。
そこで、まずは組織づくりやチームメンバーについての記事をお読みいただき、共感いただけましたら、その先を読み進めください！！

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝
●当社開発チームの組織づくりに関する記事
(1) プロダクトディベロップメント部の組織作りについて （前編）
https://note.com/sorabito_2014/n/n76be997d7978

(2) プロダクトディベロップメント部の組織作りについて （後編）
https://note.com/sorabito_2014/n/na2d5d20f21b3

●メンバーに関する記事
(1) https://note.com/sorabito_2014/n/n92892d76feae

(2)https://note.com/sorabito_2014/n/ne8aac7b3f26e

(3)https://note.com/sorabito_2014/n/n15378d20934d

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝

ここまで読んでいただけた方は、
私たちのチームに ""興味を持っていただけた"" もしくは 何かしらの ""バイブスを感じた"" のではないでしょうか。

スタートアップの環境下のため期待する職務内容はあくまでも一例ですが、
・ランディングページの修正や新規作成
・リリース済みプロダクトのUI/UXの改善提案
等、
まずは社内ですでに取り組んでいる業務の課題点を中心にお任せしていきますが、
ご自身の挑戦したいことを是非聞かせてください。
SORABITO及び自分自身が成長できる業務等は希望に応じて全般的に挑戦できます！

＝＝＝＝＝＝＝＝
環境面について
＝＝＝＝＝＝＝＝
● 開発者の環境
(全員共通) slack, github
(推奨) vscode, docker
それ以外はmac/windows/Linux含めてご自身のお好みの環境をお使いいただけます。

● システムの環境
AWS(Amplify/EC2/LightSailをベースに各種サービスを使っています)
GCP

● 開発言語
TypeScript/Python/PHP/Go Lang

● フレームワーク
Vuetify/Nuxt.js/Vue.js/Prisma/Nest.js/Laravel/Djangoなど

● データベース
Postgresql/DynamoDB

● その他
Datadog/Kubernates/figmaなど

当社は業務時間の20%を「自分の未来のために使える20%タイム」として設けています。
自分の未来のために必要な技術や知識を得るために使うことができますので、
現時点で携わったことのない技術スタックがあっても業務の中で経験値を得ることができます。
是非、一緒に成長していきましょう。

＝＝＝＝＝＝＝＝
応募要件について
＝＝＝＝＝＝＝＝
■ 求める人物像
・SORABITOバリュー、組織の考え方に共感しているひと
・自分が使用したことがない技術に対しても前向きに挑戦できるひと
・「カオス」を楽しめるひと（楽しみたいひと）
・分からないことを分からないままにせず、素直に聞けるひと
・以下のようなチームで働きたいと思うひと
　-個性はみんな違うけど、全員がヒトを慮る言動を持っています。
　-それぞれの個性を伸ばしていくことを軸に、業務を遂行します。
　-役割/ポジションは流動的で、原則的にフラットです。
　※ピラミッド構造チームではありません!!

■ 求めるスキル・経験（必須）
・Vue or Nuxtと typescript　3年以上
・自分の考えをきちんと言語化する力

■ 求めるスキル・経験（歓迎）
・チーム体制で仕事をした経験
・スタートアップ・ベンチャー企業での実務経験

まずは、お話しましょう！！",https://www.wantedly.com/projects/2124772,"['Webエンジニア', 'フリーランス', 'オンライン面談OK']",10人がエントリー,2025-08-03T20:55:22.259982
Python×AIで未来の働き方をつくるエンジニア絶賛募集中！,株式会社カドベヤ,,"大手EC事業会社でAIを活用した業務効率化および自動化を行うAIエンジニアを募集しています！
現在、定常的なデータ集計業務を含むプロセス自動化や、AI環境の構築・活用を推進しています。
長期的には効率的な業務プロセス全体の設計および運用の最適化を検討中。

【プロダクト】
 社内業務効率化および自動化ツール

【業務内容】
・繰り返し業務の自動化（SeleniumによるRPAツール開発）
例：RPAツール（Selenium）を使用した定型業務の自動化。
・Pythonを使用した簡易AIツールの開発・運用（Streamlit、社内API活用）
例：Streamlitを使用したツール作成、社内サーバーへのホスティング。
・Difyプラットフォームの構築・運用、API統合
例：API統合や他システムとの連携を通じた運用最適化。
・BigQueryやHadoopを用いたデータ抽出・加工・集計
例：月次売上レポートの作成、マーケティングデータの提供。

【必須スキル】
・SQLでのデータ処理・最適化
例：BigQueryやHadoopでのデータ抽出・データクリーニング。
・Pythonによるデータ処理スクリプトの作成
例：pandasやnumpyを使用したデータ分析や処理。
・Docker等による環境構築、CI/CDパイプラインの設定
例：CI/CDパイプラインの設定やDocker Composeを使用したマルチコンテナの構築。

【歓迎スキル】
・DifyプラットフォームやAPI設定の経験
・RPAツール（Selenium）の使用経験
・GPT開発プロジェクトの参加経験

【作業環境・ツール】
・データ処理・集計：BigQuery, Hadoop
・自動化：Selenium（RPA）
・AIツール開発：Python（pandas, numpy など）, Streamlit
・コンテナ環境構築：Docker
・バージョン管理：Git

【その他】
・働く場所：不定期出社あり@世田谷区　※スキル見合いで応相談

◇◆その他にも案件ございますのでカジュアルにお話ししましょう◆◇",https://www.wantedly.com/projects/1958981,"['AIエンジニア', '副業', 'オンライン面談OK']",57人がエントリー,2025-08-03T20:55:22.279968
モビリティSaaSやプラットフォームを開発するバックエンドエンジニア募集！,株式会社スマートドライブ,,"GolangまたはRuby/Ruby on Rails によるAPI サーバーの開発・運用、各種非同期処理部分の開発・運用がメインの業務となります。

【モビリティData Platform の開発・運用】
Golang による API サーバーの開発・運用、各種非同期処理部分の開発・運用がメインの業務となります。
自社/3rd party 問わず、さまざまな IoT デバイスから最初にデータを受け取る部分に始まり、集めたデータを正確にストアしつつ、さまざまな補正処理や解析処理のフローを実行しています。日々増加するデータを適切に処理しつづけること、また、将来を見据えた継続的なアーキテクチャのリデザイン、よりよいコスト・パフォーマンスな技術をリサーチ・選定し続けていただくこと等も期待しています。
Platform というプロダクトの特性上、社内外問わず、関連する人・ステークホルダーが多いため、個としての成果よりもチーム/組織としての成果を求めることにやりがいを感じる方がパフォーマンスを発揮しやすい環境になっています。

【モビリティSaaS - SmartDrive Fleetの開発・運用】
Rails による API サーバーの開発・運用、各種非同期処理部分の開発・運用がメインの業務となります。
たとえば Fleet チームでは法人向けの車両管理 SaaS として継続的に改善を続けることに始まり、大規模な運用を想定されているお客様向けに、すでにお客様が保持されている各種業務データと Fleet のデータを結合することによってお客様が実現したい価値/利益を一緒に構築するような案件が増えてきました。

大規模 Rails プロダクトになってきており、将来を見据えたアーキテクチャのリデザインが必要なフェーズに差し掛かってきているため、最適なコスト・パフォーマンスを見極めつつ、作り切る・動かし続けることにコミットできる方を求めています。プロダクトの性質上、カスタマーサクセスに向けて社内外一丸となってプロダクトを成長させ続けることにやりがいを感じる方がパフォーマンスを発揮しやすい環境になっているかと思います。

【求める技術スキル・経験】
下記のいずれか1つ以上の経験 (3年以上目安)
・Golang または Ruby言語を用いたAPIの開発・運用経験
・RSpec等のテストフレームワークを用いたソフトウェアテストの経験
・API/データベース設計の経験

【求めるソフトスキル】
・チームメンバー、ステークホルダーと連携し、プロダクト開発を進めるコミュニケーション能力

【使用技術・ツール】
・Go (GIn, GORM), Ruby (Ruby on Rails, RSpec)
・React.js
・MySQL, PostgreSQL, Amazon DynamoDB, Amazon ElastiCache (Redis)
・AWS (SQS, Lambda等)、Google Cloud Platform上の各種マネージドサービス

【働き方】
・現状はほぼリモート勤務です（3ヶ月に一度、開発チーム全体でのオフサイトMTGを実施しており、任意参加です）

【その他】
・PC/周辺機器支給
・書籍購入補助（て月3万円まで）
・勉強会、セミナー、学習プログラム等の費用補助（年5万円まで）
・ストックオプション有り（プライム市場への鞍替えを目標に付与し切っていくフェーズなので、これからご参画いただける方にもパフォーマンス次第で付与しております）

以下の参考リンクもご参照ください。

・会社紹介資料
https://docs.google.com/presentation/d/1rSW9hwiQkKWnfJDy3ld-xv39MKfmWUDyzlP6OVEYk0E/edit?usp=sharing

・SmartDrive Fleet お客様事例
https://smartdrive-fleet.jp/case",https://www.wantedly.com/projects/533353,"['サーバサイドエンジニア', 'フリーランス', '副業', 'オンライン面談OK']",339人がエントリー,2025-08-03T20:55:22.299986
留学＆英語学習をテクノロジーで盛り上げてゆく！Webエンジニア募集！,株式会社スクールウィズ,,"日本最大級の海外留学メディア""School With ( https://schoolwith.me )""の開発を担っていただきます。

新機能を自分の頭で考え、どうやったらたくさんの人に価値を届けることができるのか、提案、効果検証を繰り返しながら、一緒にサービスを作り上げていく人を求めています。また、開発環境のアップデートも随時推進予定です。

【開発環境】
■言語・実行環境: PHP / Node.js
■フレームワーク: CakePHP2.X
■フロントエンド: Sass, Gulp, Webpack, jQuery, React.js, AngularJS
■データベース: MySQL(RDS),Redis(ElasticCache)
■バージョン管理: Github
■Webサーバ,アプリケーションサーバ: Nginx, php-fpm
■コミュニケーションツール: Slack
■CI/CD: CircleCI, CodeDeploy, GithubActions
■インフラ: AWS

＜応募条件＞
■必須条件
求人はWebエンジニアと記載してますが、いずれかの言語開発経験があればご応募お待ちしてます。
・PHP、Ruby, TypeScript いずれかの言語でのWebアプリケーション開発経験
・インターネットが大好きで、色んなサービスを積極的に使っていること

■あると嬉しい経験・スキル
・フロントエンド開発経験
・AWSの運用経験
・LAMP環境での開発経験
・Gitでの開発経験
・自社サービスの開発経験
・留学の経験がある方（短期でも構いません）

▽スキルアップ応援しています！
・汎用的なビジネススキルアップのための全メンバー向け勉強会に加え、マーケティング、開発、営業、CS、デザインなど職種ごとの勉強会も行っています。

私たちが目指すミッションを実現していくには、より多くの力が必要です。
チャレンジ精神溢れる仲間を募集します！

まずは話だけ聞いてみたいという方も、お気軽にご応募ください！
一緒に留学を盛り上げていきましょう！",https://www.wantedly.com/projects/1371658,"['バックエンドエンジニア', 'フリーランス', '言語を活かした仕事', '海外に出張あり']",109人がエントリー,2025-08-03T20:55:22.314552
ヘルスケア業界を牽引する！フロントエンドエンジニア募集！,株式会社Arblet,,"【今までなかった新しい医療技術を作っていく！】
私たちは、新規医療機器の開発に必要なフロントエンドエンジニアを募集しています。
当社が開発するウェアラブルデバイスに関するフロントエンド開発業務を行っていただきます。

現在は代表がフルスタックエンジニアを兼ねており、代表からフロントエンド開発部分を引き継いでいただく予定です。
アプリエンジニアや生体信号解析エンジニアと連携をしながら、利用者にとって分かりやすく正しい情報を伝えるにはどのような表現に落とし込むのかなど、大変やり甲斐のある仕事です。
正解のない領域で日々試行錯誤を続けていきながら新しいことを創り出すことを楽しめるチームメンバーを探しています。

【求める経験・スキル】
・フロントエンドエンジニアとしてのWEBサービス開発経験
・Angularを用いた開発経験
・クラウド環境下でOSSを用いた開発経験
・ミドル〜シニアエンジニア相当の開発経験
・アジャイル開発経験

【歓迎する経験・スキル】
・オンラインコミュニケーションが得意
・少人数、少数精鋭な環境で自分の専門性や役割を発揮できる
・OSSに対する深い理解

【求める人物像】
・自走できること
・医学と工学の両方が混じり合う領域で仕事をしたい方
・常に新しい技術に触れていきたい方
・医療現場をテクノロジーでよくしたい方
・社会をよりよくするために貢献したい方

医療を取り巻く環境を変えることで少しでも社会をよくしていきたい、そんな意欲のある方のご応募をお待ちしています！ぜひ話を聞きに来てください！",https://www.wantedly.com/projects/2101372,"['フロントエンドエンジニア', 'フリーランス', 'オンライン面談OK']",13人がエントリー,2025-08-03T20:55:22.328891
主要言語の経験者歓迎！自由に働くフリーランスWebエンジニア募集！,freeks株式会社,,"＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
今の働き方に満足していないあなたへ。
「もっと面白い仕事がしたい」
「自分のスキルを活かして、成長できる場所を探している」
そんな攻めの気持ちを持つフリーランス募集中✨
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊

freeksでは、多様な案件をご用意しており、あなたのスキルや興味に合わせた挑戦的なプロジェクトに参加できます。
フリーランスエンジニアとして、自由な働き方と成長機会を得られる環境が整っています。
ご希望に合わせた案件のご紹介をいたします！！

【案件の一例】
・フロントエンド開発（React, Vue.js 等）
・バックエンド開発（Java, PHP, Python, Node.js 等）
・モバイルアプリ開発（Swift, Kotlin, Flutter 等）
・インフラ構築・運用（AWS, Azure, GCP 等）
・PM/PL業務、開発ディレクション
・WebサービスやSaaSの開発案件

【あると望ましいスキル】
・Webアプリケーション開発の実務経験（1年以上）
・JavaScript、Python、Ruby、Javaなど主要な言語のいずれかでの実務経験。
・AWSやAzure、GCPなどのクラウドサービスを活用したシステム構築の経験。
・GitやSlackなどのツールを使ったチーム開発経験
・クラウド（AWSなど）やインフラの知見
・自ら考え、提案・改善していける主体性
・フリーランス・副業としての開発経験（未経験でも可）

【求める人材】
・周りと積極的にコミュニケーションをとれる方
・長期的なパートナーシップを築ける方
・新しいことに挑戦する意欲がある方

【こんな方におすすめ】
✅今よりもさらに単価や待遇を良くしていきたい人
✅フリーランスとして新しい環境・案件に挑戦したい
✅自分の技術をもっと活かせる現場に出会いたい
✅長く続けられる安心感やサポート体制も欲しい
✅将来のキャリアも考えながら働きたい

私たちと一緒に、自分の可能性を最大限に広げ、次のステップに進みませんか？
新たなチャレンジをしてみたい、成長を目指したいという方、ぜひご応募ください！
まずはカジュアルにお話したいと思います！
ぜひ、ご応募お待ちしています！",https://www.wantedly.com/projects/2132326,"['Python/Java経験者', 'フリーランス', 'オンライン面談OK']",22人がエントリー,2025-08-03T20:55:22.343052
全国！芸大x電通ベンチャーがAIプロダクトの開発エンジニア募集,株式会社クロステック・マネジメント,,"【職務内容】
・「学び x AI」を進めるために必要な新しいチャレンジについて、様々な角度から検証や企画開発、PoCをしているチームです。同チームにおいて、主に開発面をご担当いただきます

◆具体的には
・社内 AI プラットフォームおよび関連ツールの企画・設計・実装・運用
・AI関連の最新技術の迅速な検証・プロトタイプ実装
・AIを活用したプロダクト機能を実装・リリース
・AI関連の一次情報の社内への技術知見の共有・勉強会の実施

【働き方】
・業務委託契約
・ハーフコミット以上（月間80H以上目安）
・スーパーフレックス（指定のMTGへの参加は必須）
・フルリモート可

【開発環境】
・言語：Go , TypeScript , Swift
・フレームワーク：Echo, Next.js
・インフラ環境：GCP
・DB：MySQL8、PostgreSQL（Cloud SQL）
・実行環境：Docker, CloudRun
・構成管理：Terraform
・ログ管理：Cloud Logging
・CI/CD：Github Actions
・プロジェクト管理：GitHub, Linear
・情報共有ツール：Slack, Notion, Figma, Zoom
・データ分析基盤：BigQuery
※各プロジェクトにより上記以外の開発環境を使用する場合もあります。技術選定から一緒に取り組んでいただける方を募集します。

【応募要件】
・３年以上の商用サービスの開発・運用経験
・自分主導で企画・技術選定し、構築・運用した経験
・Backend, Frontend, iOS, Android, Infrastructure, BIいずれか２つ以上の経験
・生成モデルやLLMを含む機械学習技術に強い関心があり、関連するサービスやツールを日常的に利用していること",https://www.wantedly.com/projects/2090161,"['フルスタックエンジニア', 'フリーランス', 'オンライン面談OK']",13人がエントリー,2025-08-03T20:55:32.234285
デザイン会社発SaaSを運用する経験豊富なフロントエンドエンジニア募集！,株式会社83Design,,"83Designが法人化して10年。デザイン会社として様々なモノづくりに携わってきた私たちだからこそできる自社プロダクト（SaaS）を、2018年から少しずつですが温めてきました。

そしてついに！リリースを今年6月に控えています。
これから本格的に開発を加速し、運用・ブラッシュアップをしていくにあたり、エンジニアの仲間を募集したいと考えています。

まずは自分たちが使っていて「すごい！」「便利！」と思えてワクワクする。
そんなプロダクトを一緒に開発しませんか？
リリース前につき諸々がオフレコで申し訳ないのですが....まずは ""楽しいモノづくり"" に少しでもご興味を持っていただけた方、ぜひ一度お話ししましょう！

◆募集ポジション
フロントエンドエンジニア

◆働き方
・週の半分程度、日中（10:00-17:00ごろ）稼働
・リモート可
※業務委託も歓迎です！

◆業務内容
新規立ち上げ中の開発部門で、プロダクトのフロントエンド開発をリードしていただきます。
主な業務は次の通りです。
・Reactを使用したWebアプリケーションの設計・開発
・ES6やCSSを用いたUI/UXの改善・最適化
・プロジェクト全体のコード品質を保つためのコードレビューやテスト自動化の実施

◆必須要件
・フロントエンド開発の実務経験（3年以上）
・ES6、CSS、React、TypeScriptを使用した開発経験

◆歓迎条件
・MobX、Firebase、Node.js、GCPの使用経験
・コードレビューやテストの自動化に積極的に関わった経験
・フルスタックな視点でプロジェクトに貢献できる経験

◆こんな方と働きたい！
・新しい部署の立ち上げに情熱を持ち、プロダクトの価値を共に追求していける方
・自発的に行動し、プロジェクトの初期段階から積極的に参加できる方
・他の業種のメンバーとも積極的に連携し、アイデアを共有できる方
・ユーザー体験を重視し、プロダクト全体の価値を考えて開発できる方

""デザイン会社のエンジニア"" というちょっと変わった立ち位置ではありますが、一緒に作り上げていく喜びを共有し合って、ワクワクする仕事をしましょう！

「話を聞きに行きたい」ボタンより、ご連絡お待ちしています！",https://www.wantedly.com/projects/2097782,"['フロントエンドエンジニア', 'フリーランス', 'オンライン面談OK', '言語を活かした仕事']",20人がエントリー,2025-08-03T20:55:32.268543
ブランドの未来を正確なデータで支える。計測設計に強いWEBエンジニア募集,株式会社Redcherry,,"■まずは広告タグ・計測構築からスタート■

広告やSNSにおけるタグ設計・GTMの設定・イベントの埋め込みなど、正確なコンバージョン計測の設計・改善からスタートしていただきます。

　・Meta Pixel／X／Google広告などのコンバージョンタグの設計と実装
　・GTMを用いたトラッキング設計
　・GA4のイベント管理とデータ検証
　・アクセス解析ツールからのローデータ抽出・集計（BigQuery等が使えれば歓迎）
　・簡易なJavaScriptによるカスタムイベント設定

正しくCVが取れているか？計測がズレていないか？重複イベントがありすぎないか？といった""判断""ができるためには、マーケティングの狙いや広告設計の理解も不可欠です。
Redcherryでは、目的から逆算して計測設計を行うスタイルをとっており、マーケティング担当者と密に連携しながら、チームの一員として進めていきます。

■こんな人と働きたい■

・広告やSNSの計測まわりに強みを持つ方
・JavaScriptやGTMを活用して実装〜検証ができる方
・マーケティングの意図や戦略について、チームと対話しながら進められる方
・精度の高いデータ取得にこだわりを持てる方
・自ら仮説を持ち、検証し、改善していく姿勢のある方
・Redcherryの価値観に共感し、創業メンバーの一人として関わりたい方

■仕事のやりがい■

あなたの設計するデータが、チームの意思決定の起点になります。

SNS広告や販促の施策の中で、数字の見え方が変われば、判断も、表現も、結果も大きく変わります。Redcherryのマーケティングは、データを単なるレポートとしてではなく、未来を動かす「戦略のベース」として扱います。

データから読み解き、「なぜこうなったのか？」に答えを出せる力。それは、マーケティングの精度を大きく左右する価値あるスキルです。

そしてこのポジションは、柔軟な働き方が可能です。フルリモートで、時間に縛られることなく、自分のペースでパフォーマンスを発揮できます。場所や時間にとらわれず、成果で信頼される環境です。

■どんな空気の中で働くのか■

Redcherryには、役割や肩書を超えて、対話しながらつくる空気があります。

私たちは現在、兵庫県・淡路島を拠点としながら、全国のメンバーとフルリモートで仕事をしています。主なやり取りはChatworkを中心としたオンライン。時間や場所に縛られず、それぞれが自律して動けるチームを目指しています。

広告・SNS・データ・企画・言葉、それぞれのプロフェッショナルが集いながらも、「人」を中心にした温度ある空気感が、Redcherryの一番の特徴です。

■さいごに■
Redcherryのマーケティングテックエンジニアは、単なる技術職ではなく、戦略の実行者です。
「正確なデータ」という目に見えない価値を積み上げることは、ブランドの未来と信頼を支えることでもあります。

あなたの技術が、マーケティングを支え、ブランドの成長を後押しし、社会の小さな変化を生み出していく。そんな未来を、私たちと一緒に形にしていきませんか？

まずはお気軽に、「話を聞きに行きたい」ボタンからご連絡ください。お待ちしています。",https://www.wantedly.com/projects/2108148,"['Webマーケティングエンジニア', 'フリーランス', '海外に出張あり', 'オンライン面談OK']",22人がエントリー,2025-08-03T20:55:32.287161
人間関係良好＆長期案件多数＆安定稼働/フリーランスエンジニア募集,株式会社エーオー,,"エーオーでは新たに、フリーランス（業務委託契約）のスタッフを募集しています。

会社として新サービスの開発に着手する中で、エーオーでは得られない経験・気付けないような視点をお持ちの方にジョインしていただきたいと思っています！これから会社を伸ばしていく上で、フリーランスとして働かれるプロフェッショナルな皆さまのお力を、お借りしたいと考えています。

▍業務内容
〈受託開発〉
・要件定義〜詳細設計
・プログラミング/改善・運用
・プロジェクトの進捗管理
・メンバーとの連携

〈自社サービス開発〉
・サービス開発のための課題抽出/要件定義
・プログラミング/改善・運用
・メンバーとの連携

※業務委託での採用です
※関東あるいは名古屋のプロジェクトに参画していただける方を探しています。
※基本は開発業務をメインに担当していただく予定ですが、ご要望に応じて幅広くお任せします。

▍案件は希望を尊重するスタイル
メンバーが求める案件を抽出し、お願いするスタンスを取っています。もちろん、100％ご希望に沿える訳ではありませんが、都合良く案件を割り当てることはございません。皆さまのご期待に応えられる自信は、同業他社よりも圧倒的にあります。ご希望・待遇面など希望をお聞かせください！

▍ワークライフバランスを大切に
基本は定時退社です。例えば、残業を望まない方、一方で待遇アップを望まれる方には、それぞれ適した案件をご紹介できます。
また、弊社で定期的に開催している懇親会・勉強会などの参加も自由です。個々の考え方を尊重していますので、自由意志で参加・不参加を決めてください！どちらにしろ、不利益なこと・肩身の狭いことはありません。

▍働きやすい環境のバックアップ
案件紹介会社との交渉まで行いたい方にはお願いしていますが、自信がない方には会社が交渉します。聞きにくいこと・言いにくいこともエーオーのメンバーが交渉にあたりますので、気兼ねなく思っていることをお聞かせください！

▍これからの方向性がまだ定まっていない方にも色んな道を提案しています。
これからもフリーランスを続けるも良し。一方で、今はフリーランスで頑張っているがこの先どうなるかわからないと思う方に対しては、正社員登用制度もご用意しています！

相談サポートや、メンバーのメンタルケアなどに注力しているので、未来の不安要素を少しでも減らせると思います。実際、一度退職して他社で従事後、また戻ってくるメンバーもいるくらいです！なので、エーオーの雰囲気を気軽に覗いてみてください！

▍こんな人と働きたい！
・自分のアイデアを活かして、新たなサービスのきっかけ作りに挑戦したい方
・ワークライフバランスを大切にしたい方
・マネジメントや管理業務に挑戦したい方
・事業会社の中で、複数のサービス開発経験がある方

▍必須のスキル・ご経験
以下のいずれかの言語・環境での開発経験（2年以上・ブランク不問）
・言語：Java、C#、C+、PHP、Net系など
・データベース：Oracle、MySQL、PostgreSQLなど
・プラットフォーム：Linux、Windows、UNIXなど

▍以下のご経験も、あると活かせます
・PLやPMなどのマネジメント経験
・AWSやAzure、GCPなどのクラウド知識、実務経験
・OracleなどのRDBMS知識、実務経験
・CCNAやCCNP、LPICなどの資格
・WindowsやLinux系のサーバー構築知識、実務経験

最後までお読みいただきありがとうございました。
少しでも興味を持っていただけた方は、まずは気軽にお話をしてみませんか？「話を聞きに行きたい」ボタンより、ご連絡お待ちしています！

以下のコンテンツも合わせてご覧ください！
-------------------------------------------------------------------------------------------------------------------
・業務委託を提案する理由
https://www.wantedly.com/companies/company_290316/post_articles/855697
・悪いＳＥＳ企業ってこんな会社
https://www.wantedly.com/companies/company_290316/post_articles/895879",https://www.wantedly.com/projects/2132439,"['フリーランス/業務委託', 'フリーランス', '言語を活かした仕事', '友達と一緒に訪問OK']",11人がエントリー,2025-08-03T20:55:32.302577
いつどこでも働ける！大企業のWebサイト構築を担う、FE・コーダーを募集！,日本ビジネスアート株式会社,,"日本中をクリエイティブ拠点に！
大手企業のWebサイトをともに構築する、フロントエンドエンジニア・コーダーを募集しています。

〈働く環境〉
・子育て・介護の間にも、全国フルリモートで在宅勤務ができます。
・出勤や半リモートを希望される方も歓迎します。
・オンラインで連携をとりながら、チームで仕事を進行します。

〈仕事内容〉
あなたにお任せするのは、日本全国にある大手上場企業のWeb制作案件です。
大手企業のブランディングを目的とした、企業広告、販促プロモーション、広報PR、採用PR、インナーコミュニケーション、SDGs推進など、幅広い領域のWebサイトのコーディング・制作全般に携わっていただけます。
個人の強みや希望に応じて、業務範囲を決定します。

〈活かせる経験〉
・大規模なWebサイト制作・運用
・Webサイトのコーディング（HTML5、CSS3、JavaScript（jQuery）等）でのフロントエンド制作
・CMSを用いたWebサイトの運用・更新
・新サービス開発におけるUI設計、ディレクション
・若手エンジニアの教育・指導
・WordPressのカスタマイズ（PHP）

〈こんな人を探してます〉
・スキルを活かして、在宅、時短勤務など、柔軟な働き方をしたい方。
・フリーランスと両立したい方。
・大手企業の多様なジャンルのWebサイト制作の経験を積んで、キャリアアップしたい方。

〈雇用形態〉
・社会人アルバイト
・業務委託・副業
（週末のみジョインも可能）",https://www.wantedly.com/projects/1603322,"['在宅コーダー・コーディング', '副業', '週末からのコミットでもOK', 'オンライン面談OK']",339人がエントリー,2025-08-03T20:55:32.317062
